Make Nats?,School,NATS,UT-Austin,Rickards,Palatine,Boyceville,Seven Lakes,Dick Smith,Raymond Park,BirdSO Mini,Fairfax,Westlake,SONI,Camas,Rice,Carnegie-Mellon,Solon IP,Solon Sat,SOLVI,UC Davis,Duke,Ohio State,MIT,UChicago,North Pocono IP,North Pocono Sat,Cornell,High Desert,SOAPS,Princeton,Mentor,Yale,San Marino,Golden Gate,BirdSO Sat,UMSO,SOUP,Northwestern,Mt. Vernon,LA Tech,Mason,Louisville,Lexington
TRUE,"Auburn H.S. Auburn, AL",17.37103683,,,,,,,,,,,,,,,,,,,,,12.36868908,,,,,,,,,,,,,,,,,,,,
FALSE,"River Hill H.S. Clarksville, MD",,,,,,,,,11.3780328,,,,,,,,,,,,12.55762924,,,,,,12.82683912,,,,,,,,,,10.43290906,,,,,
FALSE,"Holt H.S. Holt, MI",,,,,8.508960943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14141635,,,,,,,
FALSE,Livingston H.S. NJ,,,,,,,,,,,,,,,,,,,,,7.429839716,,,,,,,,12.00798038,,,,,12.3289275,,14.1374209,,,,,,
FALSE,Belmont H.S. MA,,,,,,,,,,,,,,,,,,,,,,17.07574288,,,,,,,,,,,,11.18991684,,,,,,,,
FALSE,"North Hollywood H.S. North Hollywood, CA",,,,,,,,,16.43916445,,,13.97282981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Walton H.S. Marietta, GA",,,7.768242451,,15.0180613,,,,,,,,,,,,,,,14.8673387,,,,,,,,,,,,,,,,,,,,,,
FALSE,Evergreen Valley H.S. CA,,,,,,,,,,,,,,,,,,,13.71469361,,,,,,,,,,,,,,7.202443082,,,,16.23336894,,,,,
TRUE,White Station H.S. TN,14.80293375,,,,,,,,,,,,,,,,,15.02763899,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Valencia H.S. Placentia, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61634052,,,,,,,,,
TRUE,"Cabell Midland H.S. Ona, WV",11.14884821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39971776
FALSE,International Academy Central MI,,,,,,,,,,,,,,,,14.60637742,,,,,,,,,,,,,,,,,,,14.51747994,,,,,,,
FALSE,"Great Oak H.S. Temecula, CA",,,,,,,,9.352759281,,,,,,,,,,13.85941264,,,,,,,,13.08171575,,,,,,,,,,,,,,,,
TRUE,Catalina Foothills H.S. AZ,15.98449322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Eisenhower H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.90551485,,,,,,,
FALSE,Huron H.S. MI,,,,,,,,,,,,,,,,,,,,,13.07606348,,,,,,,,,,,,,,15.21397073,,,,,,,
FALSE,Carnegie Vanguard H.S. TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.827340937,,,,,,15.7263525,,
FALSE,"West H.S. Torrance, CA",,,,,,,,,,,,,,,,,,15.32114756,,,,,,,,,,,,,,,,12.57721301,,,,,,,,
FALSE,F.W. Buchholz H.S. FL,,,10.76151018,,,,,,11.93036449,,,13.12803058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,St. John's School TX,,8.315117544,,,,13.2662959,,,,,,,,11.41770697,,,,,,,,,,,,,,,8.991621676,,,,,,,,,,,,,
FALSE,"Langley H.S. McLean, VA",,,7.167034277,,,,,,12.57112575,,,,,,,,,,,,,,,,,,14.91492921,,,,,,,,,,,,,,,
FALSE,"Torrey Pines H.S. San Diego, CA",,,,,,,,,,,,,,,,,,10.77531257,,,,,,,,,,,,,,,15.52316022,,,,,,,,,
FALSE,Seneca H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51148987,,,,,,,,,,,,
FALSE,"San Marino H.S. San Marino, CA",,,,,,,,,,,,12.64757173,,,,,,,,,,,,,,,,,,,,14.78096897,,,,,,,,,,
FALSE,Division Avenue H.S. NY,,,,,,,5.643698898,,,,,,,,,,,,,,15.29829251,,,,,,8.846095945,,8.352217468,,,,,,,,,,,,,
FALSE,"Seton Catholic Central H.S. Binghamton, NY",,,,,,,9.672672833,,,,,15.28740757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Vernon Hills H.S. IL,,,,5.559650192,,,6.285491372,,,,,,,,,,,,,9.205244754,,,10.17822996,,,,,,11.15281264,,,,,,,,11.42187641,,,,,
FALSE,Olentangy Orange H.S. OH,,,,,,,,,,,15.24779182,,,,,8.543352829,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,International Academy West MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23681453,,,,,,,
TRUE,Baton Rouge Magnet H.S. LA,15.11923576,,,,,,,,,,,8.154300151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,West H.S. UT,15.09772902,,,,,,,,,,,6.16180039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Perry H.S. OH,,,,,,,,,,,13.09054796,,,,,,,,,,,,,,,,,,,13.92278979,,,,,,,,,,,,
FALSE,Metea Valley H.S. IL,,,,,,,,,,,,,,,,,,,,,,,8.294714099,,,,,,,,,,,,,,15.06159407,,,,,
FALSE,Kellenberg Memorial H.S. NY,,,,,,,6.014097098,,,,,,,,7.966017673,,,,,,,,,14.47362553,,,,,,,,,,,,10.74202323,,,,,,
FALSE,Aurora H.S. OH,,,,,,,,,,,10.47917739,,,,,13.72114242,,,,,8.302665546,,,,,,,,,,,,,,,,7.029568964,,,,,
FALSE,Bloomington H.S. North IN,,,,,,,,7.482207424,,,,14.82555236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Parkland H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,5.240617254,,,,10.49859738,,7.878564213,,,4.827340937,,14.44616917,,,,,,
TRUE,Phillips Exeter Academy NH,14.68008783,,,,,,,,,,,,,,,,,,,,,,,,,2.927062043,,,,,,,,10.58537684,,,,,,,,
FALSE,Abington Heights H.S. PA,,,,,,,7.239422495,,6.362861062,,,,,,5.727946041,,,,,,,,,,,,,,8.389504153,,2.449637612,,,,,14.64821349,,,,,,
FALSE,Foothill H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56494046,,,,,,,,,
FALSE,Salem H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53827862,,,,,,,
FALSE,"Henry M. Gunn H.S. Palo Alto, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36927651
FALSE,Mounds View H.S. MN,,,,,12.13067104,,13.49675279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Waubonsie Valley H.S. IL,,,,7.888574524,,,,,,,,14.28189124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Fulton Science Academy Roswell, GA",,,6.445080275,,6.422576793,,,,10.19773894,,,13.84666431,6.899432616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Canal Winchester H.S. OH,,,,,,,,,,,,,,,,10.74890682,,,,,8.620711202,,,,,,,,,12.82425063,,,,,,,,,,,,
TRUE,Clinton H.S. SC,14.18944318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,MCA for SMET NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14724903,,,,,,,,,,,,,,,
FALSE,"Boston Latin School Boston, MA",,,,,,,,,,,,5.83919304,,,,,,,,,,11.61041753,,,,,,,,,,,,,,,,,,,,13.59255886
FALSE,Bio-Med Science Academy OH,,,,,,,,,,,,,,,,,11.49372941,,,,,,,,,,,,,13.47123985,,,,,,,,,,,,
FALSE,Union County Vocational-Technical Schools NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.991621676,,,,,13.91726426,,,,,,,,
FALSE,"Lane Tech College Prep H.S. Chicago, IL",,,,,,,,,,,,7.372683039,,,,,,,,,,,7.23855485,,,,,,,,,,,,,,13.88796336,,,,,
FALSE,Walnut Hills H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81871803,,
TRUE,Waynflete Upper School ME,,,,,,,,,,,,,,,,,,,,,,13.7832556,,,,,,,,,,,,,,,,,,,,
TRUE,"BASIS Independent Washington, D.C. Washington, DC",13.7661524,,,,,,,,5.745540818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Belleville H.S. WI,,,,,9.037896352,,,,,,13.73072653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Pleasant Grove H.S. CA,,,,,,,,,6.354634997,,,,,,,,,,10.70960923,,,,,,,,,,,,,,13.37596572,,,,,,,,,
FALSE,Clayton H.S. MO,,,,,,,,,,,,,,,,,,,,,,,7.743570305,,,,,,,,,,,11.61254589,,,11.54518951,,,,,
FALSE,Cleveland Heights H.S. OH,,,,,,,,,,,7.395386767,,,,,8.097723397,10.68104147,,,,,,,,,,,,,10.71137266,,,,,,,,,,,,
FALSE,State College Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.60271479,,,,,,,,,,,,,,
FALSE,Florida Atlantic University H.S. FL,,,,,,,,,,,,,,,,,,,,,,13.57791845,,,,,,,,,,,,,,,,,,,,
TRUE,Farmington H.S. CT,13.57251087,,,,,,,,,,,10.18525909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Chardon H.S. OH,,,,,,,,,,,,,,,,,10.90126913,,,,,,,,,,,,,13.07087083,,,,,,,,,,,,
FALSE,Cincinnati Country Day School OH,,,6.492645443,,,,,,,,,,,,,,13.45322018,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Obra D. Tompkins H.S. Katy, TX",,8.469101203,,,,13.39144963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Martin Luther King H.S. Riverside, CA",,,,,,,,,,,,13.29159759,,,,,,,,,,,,,,7.027367963,,,,,,,,,,,,,,,,
FALSE,St. Henry District H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2879849,,
FALSE,"Sunny Hills H.S. Fullerton, CA",,,,,,,,,9.389322197,,,9.473470716,,,,,,11.50209318,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,Northwest Rankin H.S. MS,13.18472484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,"Brookings H.S. Brookings, SD",13.13577166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.914528405,,,,,,,,
TRUE,La Cueva H.S. NM,13.11953461,,4.184320844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,Norman North H.S. OK,13.11953461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Hinsdale Central H.S. IL,,,,13.11320634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Weston H.S. MA,,,,,,,,,,,,,,,,,,,,,,13.06692152,,,,,,,,,,,,,,,,,,,,
FALSE,Ridgefield H.S. CT,,,,,,,,,,,,,,,,,,,,,,12.31645644,,,,,,,,,,,,10.99295461,,,,,,,,
FALSE,Cherry Hill East H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02400744,,,,,,
FALSE,"Delano H.S. Delano, MN",,,,,4.929761647,,,,,,13.00690228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,OSSM OK,,,,,,,,,,,,,,,,,,,,1.488981389,,12.91646096,,,,,,,,,,,7.202443082,,,,,,,,,
TRUE,Ames H.S. IA,12.89635905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Sheldon H.S. CA,,,,,,,,,6.371108451,,,6.82132031,,,,,,,8.430132768,,,,,,,,,,,,,,12.4447276,4.827340937,,,,,,,,
FALSE,Valencia H.S. CA,,,,,,,,,,,,9.304622356,,,,,,12.8597173,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Neuqua Valley H.S. IL,,,,12.84421749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,North Penn H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.222678577,,,,,,,12.82466038,,,,,,
TRUE,"Legacy H.S. Bismarck, ND",12.77220638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Dulles H.S. TX,,,,6.852592097,,7.079768882,,,,,,,,12.7351347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Amherst-Pelham Regional H.S. Amherst, MA",,,4.517347664,,5.548708491,,,,7.077480447,,,,,,,,,,,,4.627567918,10.75419205,,,,,8.928194283,,7.384082241,,,,,4.827340937,,,,,,,,
FALSE,John B. Connally H.S. TX,,3.968168893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57311695
FALSE,Brecksville-Broadview Heights H.S. OH,,,,,,,,,,,10.33289445,,,,,,10.94640896,,,,6.981016745,,,,,,,,,,,,,,,,,,,,,
FALSE,Sequoia H.S. CA,,,,,,,,,,,,,,,,,,,8.53981851,,,,,,,,,,,,,,12.52399339,,,,,,,,,
TRUE,Little Rock Central H.S. AR,12.51615979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Boyceville H.S. WI,,,,,11.27198309,,,,,,,10.96348934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Wayzata H.S. MN,,,,,12.38526537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Olympia H.S. FL,,,4.963348139,,,,,,,,,12.37956062,,,,,,,,5.828172714,,,,,,,,,,,,,,,,,,,,,,
FALSE,Archmere Academy DE,,,,,,,,,,,,7.430735661,,,,,,,,,,,,,,,,,,,,,,,,12.37024328,,,,,,
FALSE,Davis Senior H.S. CA,,,,,,,,,,,,,,,,,,,9.966209021,,,,,,,,,,,,,,12.01385109,,,,,,,,,
FALSE,Harvard-Westlake School CA,,,,,,,,,7.833163618,,,9.763744192,,,,,,,,,,,,,,,,,,,,10.40580215,,,,,,,,,,
FALSE,American Heritage Plantation FL,,,,,,,,,,,,12.25588869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,West Liberty-Salem H.S. OH,,,,,,,,,,,7.532211684,,,,,,,,,,,,,,,,,,,12.21656555,,,,,,,,,,,,
FALSE,Treasure Valley Homeschool ID,12.1996592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,South Windsor H.S. CT,,,,,,,,,,,,8.667004293,,,,,,,,,,12.17252456,,,,,,,,,2.449637612,,,,,,,,,,,
FALSE,Westminster Schools GA,,,,,9.962328651,,,,,,,,,,,,11.7230943,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,Westview H.S. OR,12.12994686,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.698122326,,,,,,,,,,,,,
FALSE,Shipley School PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.10806086,,,,,,
FALSE,Saint Francis H.S. CA,,,,,,,,,,,,4.319008828,,,,,,,7.398425698,,,,,,,,,,,,,,12.10010438,,,,,,,,,
FALSE,Newton South H.S. MA,,,,,,,,,,,,,,,,,,,,,,12.07175863,,,,,,,,,,,,,,,,,,,,
FALSE,Wyoming Area Secondary Center PA,,,,,,,3.752329978,,,,,6.433216873,,,,,,,,,,,,12.0515086,,,,,,,,,,,,,,,,,,
FALSE,"Walnut H.S. Walnut, CA",,,,,,,,,,,,,,,,,,,,1.488981389,,,,,,,,,,,,,,12.02478428,,,,,,,,
FALSE,Newton North H.S. MA,,,,,,,,,,,,,,,,,,,,,,12.0120959,,,,,,,,,,,,,,,,,,,,
FALSE,Goshen H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,,5.337103656,,,,,,,11.99591325,,,,,,,,
FALSE,"Los Alamitos H.S. Los Alamitos, CA",,,,,,,,,,,,,,,,,,7.630766101,,,,,,,,5.43330047,,,,,,,,11.9743508,,,,,,,,
FALSE,Detroit Country Day Upper School MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93849233,,,,,,,
FALSE,"Canyon H.S. San Diego, CA",,,,,,,7.842707703,,,,,,,,,,,10.9559044,,,,,,,,8.059824868,,,,,,,,,,,,,,,,
FALSE,Allentown Central Catholic H.S. PA,,,,,,,4.341848155,,,,,,,,,,,,,,,,,,5.048461288,,,,,,,,,,,11.80109594,,,,,,
FALSE,Conestoga H.S. PA,,,,,,,6.342736284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79002549,,,,,,
FALSE,"National Cathedral School Washington, DC",,,,,,,,,,,,,,,,,,,,,,11.76972108,,,,,,,,,,,,,,,8.225947529,,,,,
FALSE,Cypress Woods H.S. TX,,,,,,,,,,,,,,5.708853487,,,,,,,,,,,,,,,,,,,,11.74908376,,,,,,,,
FALSE,Van Nuys H.S. CA,,,,,,,,,,,11.71556954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"River City Science Academy Jacksonville, FL",,,3.775765912,,4.270781163,,4.220802691,,,,,,,,,,,,,,,11.70359905,,,,,,,,,,,,,,,,,,,,
FALSE,Whiting H.S. IN,,,,,,,,,,,,11.67838608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Dublin Coffman H.S. OH,,,,,,,,,,,,,,,,,,,,,11.63502791,,,,,,,,,,,,,,,,,,,,,
FALSE,Haslett H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6239616,,,,,,,
FALSE,West Michigan Aviation Academy MI,,,4.194295388,,,,,,,,,11.61756115,,,,,,,,,,,,,,,,,,,,,,7.981306502,,,,,,,,
FALSE,Grosse Pointe South H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61066187,,,,,,,
FALSE,Waterville Senior H.S. ME,10.86356551,,,,,,,,,,,,,,,,,,,,,9.879867493,,,,,,,,,,,,,,,,,,,,
FALSE,Merrimack H.S. NH,,,,,,,,,4.972493849,,,5.801912782,,,,,,,,,,9.426428197,,,,,,,,,,,,5.713319462,,9.750323643,,,,,,
FALSE,Cypress Ranch H.S. TX,,8.430073086,,,,10.47596798,,,,,,,,7.120720478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,UCVTS NJ,,,,,,,,,,,,,,,,,,11.46846133,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Manheim Central H.S. Manheim, PA",,,,,,,5.158758844,,,,,,,,,,,,,,,,,,,,,8.787594508,,,,,,,,11.39453053,,,,,,
FALSE,Falmouth H.S. ME,,,,,,,,,5.345633682,,,,,,,,,,,,,11.43739955,,,,,,,,,,,,4.827340937,,,,,,,,
FALSE,Westfield H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42400565,,,,,,,,,,,,,
FALSE,Chittenango H.S. NY,,,,,,,3.856215083,,,,,,,,,,,,,,,11.41948663,,,,,,,,,,,,,,,,,,,,
FALSE,"La Cañada H.S. La Cañada Flintridge, CA",,,3.63159322,2.960546586,,,,,,,,,,,,,,,,,,,3.329735231,,,,,,,,,,,,,,,,,,,11.38697384
TRUE,Hamilton H.S. MT,11.375888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Keene Central School NY,,,,,,,,,,,,,,,,,,,,,,11.33956798,,,,,,,,,,,,,,,,,,,,
FALSE,"Tokay H.S. Lodi, CA",,,,,,,,,,,,,,,,,,,9.188844717,,,,,,,,,,,,,,11.00522553,,,,,,,,,
TRUE,Saint Johnsbury Academy VT,11.25525292,,,,,,,,,,,,,,,,,,,,,,,,,2.044018086,,,,,,,,,,,,,,,,
TRUE,"Thunder Basin H.S. Gillette, WY",11.14884821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Lebanon H.S. NH,,,,,,,,,,,,5.686277904,,,,,,,,,,11.13182017,,,,,,,,,,,,,,,,,,,,
FALSE,Plymouth H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11469713,,,,,,,
FALSE,Illinois Mathematics and Science Academy IL,,,,,,,,,,,,,,,,,,,,,,,11.09911744,,,,,,,,,,,,,,,,,,,
FALSE,Forest Hills Eastern H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09040271,,,,,,,
FALSE,Bedford H.S. NH,,,,,,,,,,,,,,,,,,,,,,11.08106719,,,,,6.088689456,,,,,,,,,,,,,,,
FALSE,West H.S. CA,,,,,,,5.708462656,,,,,11.0573633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Irvine H.S. Irvine, CA",,,1.898065712,,,,,,8.746103506,,,,,,,,,10.86485811,,,,,,,,,,,,,,,,4.827340937,,,,,,,,
FALSE,Arlington H.S. MA,,,,,,,,,,,,,,,,,,,,,,11.0224372,,,,,,,,,,,,,,,,,,,,
FALSE,Wellesley H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97484431,,,,,,,,
FALSE,Lake Forest Academy IL,,,,5.956295865,,,,,,,,,,,,,,,,,,,6.875559474,,,,,,,,,,,,,,10.96793004,,,,,
FALSE,Haverford H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92884102,,,,,,
FALSE,Uxbridge H.S. MA,,,,,,,,,,,,,,,,,,,,,,10.90701901,,,,,,,,,,,,,,,,,,,,
FALSE,Cambridge Rindge and Latin School MA,,,,,,,,,,,,,,,,,,,,,,10.75419205,,,,,,,,,,,,,,,,,,,,
FALSE,Cedar Springs Homeschool TN,,,,,,,,,8.722821952,,,7.254964268,,,,,,,,,,,,,,,,,8.640224967,,,,,,,,,,,,,
FALSE,Stow-Munroe Falls H.S. OH,,,,,,,,,,,,,,,,,10.74616977,,,,6.969637745,,,,,,,,,,,,,,,,,,,,,
FALSE,Hicksville H.S. NY,,,,,,,,,,,,,,,,,,,,,,10.73045211,,,,,,,,,,,,,,,,,,,,
FALSE,White H.S. GA,,,,,10.71801811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Lancaster H.S. OH,,,,,,,,,,,,,,,,,,,,,10.68968189,,,,,,,,,,,,,,,,,,,,,
FALSE,Lehman Catholic H.S. OH,,,,,,,,,,,,,,,,,,,,,10.67633647,,,,,,,,,,,,,,,,,,,,,
FALSE,"Pembroke Hill School Kansas City, MO",,,,,,,,,,,,4.695041935,,,,,,,,,,,,,,,,,,,,,,10.6644565,,,,,,,,
FALSE,Farragut H.S. TN,,,,,,,,,,,,,,,,,,10.65818961,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Wilbraham and Monson Academy MA,,,,,,,,,,,,,,,,,,,,,,10.6442952,,,,,,,,,,,,,,,,,,,,
FALSE,"Eagan H.S. Eagan, MN",,,,,,,,,8.452811987,,,,,,,,,,,,10.48008029,,,,,,,,,,,,,,,,,,,,,
FALSE,"Plattsburgh H.S. Plattsburgh, NY",,,,,,,7.440517564,,,,,,,,,,,,,5.090238701,,,,,,,,,,,,,,10.641742,,,,,,,,
FALSE,"Blacksburg H.S. Blacksburg, VA",,,,,,,,,,,,,,,,,,7.054341324,,,,,,,,6.139433383,,,,,,,,,,,,,,,,10.47759746
FALSE,Boston University Academy MA,,,,,,,,,,,,,,,,,,,,,,10.48359771,,,,,,,,,,,,,,,,,,,,
FALSE,Dougherty Valley H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47759746
FALSE,Tenafly H.S. NJ,,,,,,,,,,,,10.47663926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Albuquerque Area Home Schoolers NM,,,,,,,,,,,,10.4276622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Westfield H.S. Chantilly, VA",,,4.807395943,,7.217312915,,9.163584789,,5.550886697,4.230842019,,,,,,,,5.988112635,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Mat-Su Career and Technical H.S. AK,10.35483268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Westview H.S. San Diego, CA",,,,,,,,,10.32628187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,JR Masterman School PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30177637,,,,,,
FALSE,Hun School of Princeton NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.527202736,,,,,,,10.28491586,,,,,,
FALSE,Green Level H.S. NC,,,,,,,,,,,,,,,,,,,,10.233363,5.211301348,,,,,,,,,,,,,,,,,,,,,
FALSE,"Cerritos H.S. Cerritos, CA",,,,,4.350418452,,,,6.710321051,,,,,,,,,3.902700275,,,7.753169096,,,,,3.184687354,,,,,,,,8.453972707,,,,,,,,
FALSE,BASIS Independent H.S. CA,,,10.1705602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Arnold O. Beckman H.S. Irvine, CA",,,,,,,,,,,,10.09723833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Paul Laurence Dunbar H.S. KY,,,,,,,,,,,,,1.942218328,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00873317,
FALSE,Lakota East H.S. OH,,,,,,,,,,,,,,,,,,,,,10.00204154,,,,,,,,,,,,,,,,,,,,,
FALSE,"W.T. Woodson H.S. Fairfax, VA",,,,,9.98215418,,,,,4.640278343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Stroudsburg H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,9.975066242,,,,,,,,,,,,,,,,,,
FALSE,"Walter Payton College Prep H.S. Chicago, IL",,,,,,,,,,,,,,,,,,,,,,,9.960746418,,,,,,,,,,,,,,,,,,,
FALSE,Guilford H.S. CT,,,,,,,4.493112542,,,,,,,,,,,,,,,,,,,,,,,,9.923638327,,,,,,,,,,,
FALSE,Philadelphia H.S. for Girls PA,,,,,,,4.374575653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.888408479,,,,,,
FALSE,Elizabethtown Area H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.831665142,,,,,,,,,,,,,,
FALSE,Nordonia H.S. OH,,,,,,,,,,,,,,,,8.097723397,,,,,,,,,,,,,,9.380850834,,,,,,,,,,,,
FALSE,Beacon Academy IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.244715957,,,9.159513308,,,,,
FALSE,Medford Area Senior H.S. WI,,,,,8.229749755,,,,,,,8.915802745,,,,,,,,,,,,,,4.547120447,,,,,,,,,,,,,,,,
FALSE,Clear Lake H.S. TX,,5.90105116,5.994912828,,,,,,,,,,,4.231482457,,,,,,,9.459895479,,,,,,,,,,,,,,,,,,,,,
FALSE,State College H.S. PA,,,,,,,,,,,,,,,9.700553779,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Indian Hill H.S. OH,,,,,,,,,,,,,,,,,,,,,9.66298928,,,,,,,,,,,,,,,,,,,,,
FALSE,Francis Lewis H.S. NY,,,,,,,,,,,,,,,,,,,,5.345786642,,,,,,,,,,,9.636590938,,,,,,,,,,,
FALSE,Flintridge Preparatory School CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.635001993,,,,,,,,,,
