Appearances,1st,2nd,3rd,4th,Overall Rank,State Rank,Make Nats?,Nats Rank,Overall Score,State,School,SONT 2022,Highlands,UT-Austin,Rickards,Cypress Falls,Cornell,Palatine,BullSO,Boyceville,Seven Lakes,Dick Smith,Northview,Great Oak,Camas,Valley Forge,Marquette,Fairfax,Prestonwood,Long Island,Mira Loma,Pembroke Hill,SOAPS,Aggie,Carnegie-Mellon,MIT,North Pocono,Columbia,BirdSO IP,Solon,Harvard,Yale,High Desert Sat,Brown,Loyola,Golden Gate,BirdSO Sat,UMichigan,UMass,SOUP,Northwestern
9,55.77255164,51.69154203,34.84546685,19.04271217,21,3,FALSE,,44.19963172,NY,"Syosset H.S. Syosset, NY",,19.04271217,,9.508213999,,34.84546685,,,,,,,,,,,,,,,,16.2062565,,,55.77255164,,,,,16.15743038,5.091720938,,7.453610332,,,,,,51.69154203,
5,55.47761029,45.33346315,38.31711807,26.97197863,22,2,FALSE,,43.83837354,IN,"Munster H.S. Munster, IN",,,,,,,26.97197863,,19.71508473,,,,,,,,,,,,,38.31711807,,,,,,,,,,,,,,,45.33346315,,,55.47761029
3,60.82514044,40.21571039,23.48548111,,23,1,TRUE,18,42.57759831,GA,"Brookwood H.S. Snellville, GA",40.21571039,,,,,,,,23.48548111,,,,,,,,,,,,,,,,,,60.82514044,,,,,,,,,,,,,
5,50.8154142,47.47817217,34.1622224,30.00853674,24,3,FALSE,,42.50950093,PA,"Lower Merion H.S. Ardmore, PA",,,,,,34.1622224,,,,,,,,,30.00853674,,,,,,,25.09090473,,,47.47817217,,,,,,,,,,,,,,50.8154142,
5,51.29195252,42.84794446,35.09883326,29.45866706,25,3,FALSE,,41.50557351,CA,"Glen A. Wilson H.S. Hacienda Heights, CA",,,,,,,,12.13411707,29.45866706,,,,,,,,,,,,,,51.29195252,,,,,35.09883326,,,,,,,42.84794446,,,,,
4,48.11457493,45.48974513,36.0183052,26.09528514,26,4,FALSE,,40.81771033,CA,Lynbrook H.S. CA,,,,,,,,,,,,,,,,,,,,36.0183052,,,48.11457493,,,,,,,,,26.09528514,,,,45.48974513,,,,
3,57.81986479,34.00417492,32.25537596,,27,1,TRUE,19,40.47390535,VA,"TJHSST Alexandria, VA",34.00417492,,,,,,,,32.25537596,,,,,,,,,,,,,,,57.81986479,,,,,,,,,,,,,,,,
5,48.22001861,40.83453147,33.6138934,32.22804054,28,4,FALSE,,40.10403531,NY,"Stuyvesant H.S. New York, NY",,,,16.89801763,,40.83453147,,,,,,,,,,,,,32.22804054,,,,,,48.22001861,,33.6138934,,,,,,,,,,,,,
3,49.68489583,40.2631778,28.64432388,,29,5,FALSE,,37.03143171,NY,Jericho H.S. NY,,,,40.2631778,,,,,,,,,,,,,,,49.68489583,,,,,,,,,,,,,,,,,28.64432388,,,,
4,48.5130977,35.6645895,27.60789122,8.647217105,30,1,TRUE,20,34.96492383,MD,"Centennial H.S. Ellicott City, MD",27.60789122,,,,,,,,,,,,,,,,8.647217105,,,,,,,35.6645895,,,,,,,,,,,,,,,48.5130977,
3,47.29290833,35.52784358,29.10526837,,31,1,TRUE,21,34.85794133,KY,duPont Manual H.S. KY,29.10526837,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29290833,,,,,,,35.52784358,,,,
7,48.10288105,32.52562106,29.29620356,16.47559687,32,5,FALSE,,34.28659073,CA,"Castro Valley H.S. Castro Valley, CA",,6.96043962,,,,,,,,,,,,,,,,,,32.52562106,,,16.47559687,,,,,29.29620356,,,,7.083005966,,,48.10288105,7.464318928,,,,
1,47.29290833,,,,33,3,FALSE,,33.10503583,OH,Centerville H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29290833,,,,,,,,,,,
3,46.57345182,37.06435928,18.61483868,,34,6,FALSE,,32.92779184,CA,"University H.S. Irvine, CA",,,,,,,,18.61483868,37.06435928,,,,,,,,,,,,,,,,,,,46.57345182,,,,,,,,,,,,
3,45.72057431,36.08173598,22.74487256,,35,1,TRUE,22,32.88918641,MI,Troy H.S. MI,,,,,,,,,,,,45.72057431,,,,,,,,,,,,,,,,,,,,,,,,22.74487256,36.08173598,,,
5,37.52290641,34.55223369,28.57172388,23.07943548,36,4,FALSE,,32.16434793,PA,"Athens Area H.S. Athens, PA",,,,,,21.68804991,,,,,,,,,,,,,23.07943548,,,28.57172388,,,,34.55223369,,,,,,,,,,,,37.52290641,,
2,40.62872822,40.27368124,,,37,7,FALSE,,31.56347871,CA,Mission San Jose H.S. CA,,,,,,,,,,,,,,,,,,,,,,,40.27368124,,,,,,,,,,,,40.62872822,,,,,
5,40.11458925,30.50108053,26.44011224,22.4988922,38,3,FALSE,,31.31137004,TX,William P. Clements H.S. TX,30.50108053,,26.44011224,,22.4988922,,,,,14.77683111,,,,,,,,,,,,,,,,,,,,,,,,,,40.11458925,,,,
4,38.92222354,33.65614119,26.05207512,7.690637577,39,8,FALSE,,30.54356622,CA,"Palo Alto H.S. Palo Alto, CA",,,,,,,,7.690637577,,,,,,,,,,,,26.05207512,,,,,,,,,,,,,,,33.65614119,38.92222354,,,,
5,39.40388152,30.59295345,24.64726004,20.10315395,40,6,FALSE,,30.28300914,NY,"Chaminade H.S. Mineola, NY",,,,,,20.10315395,,,10.46478317,,,,,,,,,,,,,,,,,24.64726004,,,,,,,39.40388152,,,,,,30.59295345,
7,38.02153418,33.5454302,23.4452626,19.24177288,41,4,FALSE,,30.22448625,TX,Liberal Arts and Science Academy TX,,,16.2708383,,8.971520876,,,,,19.24177288,,,,,,,,23.4452626,,,,,,,38.02153418,,,,,,,,,,33.5454302,14.32216194,,,,
1,42.46906719,,,,42,3,FALSE,,29.72834703,IL,University of Chicago Laboratory Schools H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.46906719
1,41.57895481,,,,43,2,TRUE,23,29.10526837,MI,"Grand Haven H.S. Grand Haven, MI",41.57895481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,41.28668333,26.1088262,18.39356578,,44,9,FALSE,,28.90067833,CA,"Temple City H.S. Temple City, CA",,,,,,,,,,,,,26.1088262,,,,,,,,,,,,,,,18.39356578,,,,,,,41.28668333,,,,,
1,40.69219985,,,,45,2,TRUE,24,28.48453989,NC,"NCSSM Durham, NC",40.69219985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,31.37787933,28.53079683,25.66874519,24.92323416,46,1,TRUE,25,28.18081356,NV,"Ed W. Clark H.S. Las Vegas, NV",24.92323416,,,,,,,,,,,,,,,,,,,,,,,,28.53079683,,,22.01654086,,,,,,,31.37787933,,,,25.66874519,
3,40.16754557,20.85896501,18.42448973,,47,7,FALSE,,28.1172819,NY,Townsend Harris H.S. NY,,,,,,,,,,,,,,,,,,,20.85896501,,,,,,,,40.16754557,,,,,,,,,18.42448973,,,,
2,36.48133008,34.98872013,,,48,4,FALSE,,27.9218294,IL,Naperville North H.S. IL,,,,,,,36.48133008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98872013
4,36.42075279,29.20426588,21.50358397,18.27772056,49,1,TRUE,26,27.90482527,WA,"Tesla STEM H.S. Redmond, WA",29.20426588,,,,,,,,21.50358397,,,,,18.27772056,,,,,,,,,,,,,,,,,,,,,36.42075279,,,,,
3,39.72034968,27.19014265,16.29543759,,50,3,FALSE,,27.80424478,MA,Belmont H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,27.19014265,,,,,39.72034968,,,,,,16.29543759,,,,
3,38.72450426,10.0969579,9.578039334,,51,2,TRUE,27,27.10715298,GA,Chattahoochee H.S. GA,,,,10.0969579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.72450426,,,9.578039334,,,,
4,38.09588799,24.62007146,19.56495975,16.70727749,52,2,TRUE,28,26.66712159,VA,"Langley H.S. McLean, VA",,,,,,,,,,,,,,,,,16.70727749,,,,,,,24.62007146,,,,,,,38.09588799,,,,,19.56495975,,,,
3,37.75956471,27.88925653,7.52228694,,53,4,FALSE,,26.4316953,NJ,"South Brunswick H.S. South Brunswick, NJ",,,,,,,,,7.52228694,,,,,,,,,,,,,,,,,,27.88925653,,,,,,,,,,,,37.75956471,
3,37.74089744,24.27466906,14.73734248,,54,3,FALSE,,26.41862821,MI,Northville H.S. MI,37.74089744,,,,,,,,,,,14.73734248,,,,,,,,,,,,,,,,,,,,,,,,,24.27466906,,,
2,36.18276105,18.02592654,,,55,2,FALSE,,25.32793273,WI,Madison West H.S. WI,,,,,,,,,,,,,,,,36.18276105,,,,,,,,,,,,,,,,,,,,18.02592654,,,,
5,29.22133955,28.88350785,19.94787124,18.08583448,56,5,FALSE,,25.09319208,PA,"Penncrest H.S. Media, PA",,,,,,,,,,,5.347782876,,,,19.94787124,,,,,,,,,18.08583448,,28.88350785,,,,,,,,,,,,,29.22133955,
6,33.83524584,24.00006873,19.750044,16.83753696,57,3,FALSE,,24.98680267,IN,Lake Central H.S. IN,,,,,,,16.83753696,,,,,19.750044,,,,3.377674624,,,,,,,,,,,,,,,,,,,,15.17580073,24.00006873,,,33.83524584
7,30.53236761,24.50560491,20.73797204,20.43965025,58,10,FALSE,,24.90504333,CA,"Milpitas H.S. Milpitas, CA",,,,,,,,6.911838835,11.36309789,,,,,,,,,,,24.50560491,,,20.43965025,,,,,17.46504443,,,,,,,30.53236761,20.73797204,,,,
2,35.27187574,12.83983229,,,59,5,FALSE,,24.69031302,NJ,East Brunswick H.S. NJ,,,,12.83983229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.27187574,
3,29.11346167,28.88812407,21.96279581,,60,4,FALSE,,24.58251204,MI,Pioneer H.S. MI,,,,,,,,,,,,28.88812407,,,,,,,,,,,,,,,,,29.11346167,,,,,,,,21.96279581,,,
4,34.67506956,26.87340898,9.469197978,7.645937461,61,1,TRUE,29,24.27254869,HI,"Iolani School Honolulu, HI",26.87340898,7.645937461,,,,,,,,,,,,,,,,,,,,,,,34.67506956,,,,,,,,,,,9.469197978,,,,
4,24.94267419,24.04865313,22.96328575,22.36610059,62,6,FALSE,,23.80055562,PA,"Bayard Rustin H.S. West Chester, PA",,,,,,,,,,,,,,,24.04865313,,,,,,,22.36610059,,,,22.96328575,,,,,,,,,,,,,24.94267419,
1,33.9921705,,,,63,8,FALSE,,23.79451935,NY,"John Jay H.S. Cross River, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9921705,
3,31.24290393,29.28493177,9.633930816,,64,9,FALSE,,23.66949002,NY,"Staten Island Technical H.S. New York, NY",,,,,,,,,9.633930816,,,,,,,,,,31.24290393,,,,,,,,,,,,,,,,,29.28493177,,,,
5,26.72111799,24.21741561,20.73804348,19.57610497,65,7,FALSE,,23.43603079,PA,"North Pocono H.S. Covington Township, PA",,,,,,19.57610497,,,,,,,,,24.21741561,,,,20.73804348,,,,,17.18968953,,,,,,,,,,,,,,,26.72111799,
4,26.26413651,25.40629424,24.33845055,8.333427757,66,11,FALSE,,23.09859932,CA,Monta Vista H.S. CA,,,,,,,,,,,,,,,,,,,,8.333427757,,,25.40629424,,,,,,,,,,,,24.33845055,26.26413651,,,,
2,32.89616381,24.3942158,,,67,12,FALSE,,23.02731467,CA,American H.S. CA,,,,,,,,,,,,,,,,,,,,24.3942158,,,,,,,,,,,,,,,32.89616381,,,,,
5,27.1621039,23.92311001,22.97080464,10.10204459,68,4,FALSE,,22.63246707,MA,Winchester H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,23.92311001,,,,,22.97080464,,,10.10204459,,,9.268133107,,27.1621039,,
3,29.22133955,25.53998227,17.71803399,,69,3,FALSE,,22.55768694,VA,"Fairfax H.S. Fairfax, VA",,,,,,17.71803399,,,,,,,,,,,,,,,,,,,25.53998227,,,,,,,,,,,,,,29.22133955,
4,32.00642504,25.06447316,11.78493384,8.365718443,70,13,FALSE,,22.48326373,CA,"Portola H.S. Irvine, CA",,,,,,,,11.78493384,,,,,25.06447316,,,,,,,,,,,,,,,32.00642504,,,,,,,8.365718443,,,,,
2,32.06052988,17.59344269,,,71,4,FALSE,,22.44237092,OH,New Albany H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.06052988,,,,,,,17.59344269,,,,
2,28.55664683,27.20007789,,,72,5,FALSE,,21.78921113,OH,Beachwood H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55664683,,,,,,,,27.20007789,,,
3,30.81070132,10.87801366,10.38636115,,73,3,FALSE,,21.56749092,GA,"Fulton Science Academy Roswell, GA",,,,10.38636115,,,,,10.87801366,,,,,,,,,,,,,,,,,,,,,,,,,,,30.81070132,,,,
3,30.7743877,21.36834131,10.55442525,,74,4,FALSE,,21.54207139,GA,"Walton H.S. Marietta, GA",30.7743877,,,10.55442525,,,,,21.36834131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25.06410729,23.16163838,19.16340903,15.08344299,75,6,FALSE,,21.46665498,OH,"Westlake H.S. Westlake, OH",,,,,,,,,,,,19.16340903,,,,,,,,,,,,15.08344299,,,,,25.06410729,,,,,,,,23.16163838,,,
4,23.33155078,21.24763796,20.9445264,17.0811112,76,10,FALSE,,21.12756735,NY,"Ithaca H.S. Ithaca, NY",,,,,,17.0811112,,,,,,,,,,,,,,,,20.9445264,,,,21.24763796,,,,,,,,,,,,23.33155078,,
2,29.6738576,23.8082692,,,77,1,TRUE,30,21.04866108,FL,Boca Raton Community H.S. FL,,,,,,,,,,,,,,,,,,,,,,,,,29.6738576,,,,,,,,,,,23.8082692,,,,
2,29.81720957,12.49650122,,,78,6,FALSE,,20.8720467,NJ,Hillsborough H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,29.81720957,,,,,,,,,,,12.49650122,,,,
1,29.68425186,,,,79,4,FALSE,,20.7789763,IN,Northridge H.S. IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68425186,
4,29.57905295,17.18455817,11.85933601,2.583763098,80,2,TRUE,31,20.70533706,FL,Orlando Science H.S. FL,,,,11.85933601,,,,2.583763098,,,,,,,,,,,,,,,,,29.57905295,,,,,,17.18455817,,,,,,,,,
4,24.9401237,19.09867429,18.67730912,17.50312371,81,14,FALSE,,20.62311684,CA,Mira Loma H.S. CA,,,,,,,,,,,,,17.50312371,,,,,,,19.09867429,,,24.9401237,,,,,,,,,,,,18.67730912,,,,,
2,28.90927329,19.64649037,,,82,3,FALSE,,20.23649131,FL,F.W. Buchholz H.S. FL,28.90927329,,,19.64649037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23.38195244,22.81296855,19.8174503,,83,5,FALSE,,20.16478993,MI,Saline H.S. MI,,,,,,,,,,,,19.8174503,,,,,,,,,,,,,,,,,23.38195244,,,,,,,,22.81296855,,,
3,24.75466196,20.99085277,18.80844287,,84,1,TRUE,32,19.85461422,RI,Barrington H.S. RI,18.80844287,,,,,,,,,,,,,,,,,,,,,,,,24.75466196,,,,,,,,20.99085277,,,,,,,
2,28.13801161,9.141433904,,,85,6,FALSE,,19.69660813,MI,"East Lansing H.S. East Lansing, MI",,,,,,,,,9.141433904,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13801161,,,
3,24.10411869,21.37045668,18.25159439,,86,11,FALSE,,19.59905519,NY,Mount Academy NY,,,,,,,,,,,,,,,,,,,18.25159439,,,,,,,21.37045668,,,,,,,,,,,,24.10411869,,
2,27.69720725,18.55115954,,,87,7,FALSE,,19.38804508,MI,"Athens H.S. Troy, MI",,,,,,,,,,,,18.55115954,,,,,,,,,,,,,,,,,,,,,,,,,27.69720725,,,
3,23.64895314,22.49370219,16.43768888,,88,15,FALSE,,19.32717366,CA,"Diamond Bar H.S. Diamond Bar, CA",,,,,,,,,23.64895314,,,,,,,,,,,,,,,,,,,16.43768888,,,,,,,,22.49370219,,,,
4,27.38773259,8.127864726,7.172287671,4.163684152,89,4,FALSE,,19.17141282,VA,"Lake Braddock Secondary Burke, VA",27.38773259,,,,,,,,4.163684152,,,,,,,,8.127864726,,,,,,,,,,,,,,,,,,,7.172287671,,,,
1,26.94237128,,,,90,4,FALSE,,18.85965989,FL,American Heritage Plantation FL,,,,,,26.94237128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21.06985699,19.27995378,18.19229653,14.28867287,91,16,FALSE,,18.74347528,CA,Mountain House H.S. CA,,,,,,,,,,,,,,,,,,,,18.19229653,,,19.27995378,,,,,,,,,,,,21.06985699,14.28867287,,,,
1,26.48506571,,,,92,12,FALSE,,18.53954599,NY,Columbia H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48506571,
2,26.1926676,9.231340123,,,93,7,FALSE,,18.33486732,OH,Northview H.S. OH,,,,,,,,,,,,9.231340123,,,,,,,,,,,,,,,,,,,,,,,,,26.1926676,,,
2,24.01302739,22.86565678,,,94,5,FALSE,,18.31997637,IL,Neuqua Valley H.S. IL,,,,,,,24.01302739,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86565678,,,,,,
1,26.14380095,,,,95,8,FALSE,,18.30066066,PA,Conestoga H.S. PA,,,,,,,,,,,,,,,26.14380095,,,,,,,,,,,,,,,,,,,,,,,,,
1,25.52296871,,,,96,5,FALSE,,17.8660781,MA,Milton Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52296871,,,,,,,
5,23.83074279,20.61164092,12.21467192,9.401213993,97,5,FALSE,,17.80670629,FL,Archimedean Upper Conservatory FL,,,,12.21467192,,,,,,,,,,,,,,,,,,,,,23.83074279,,9.255999632,,,20.61164092,,,,,,9.401213993,,,,
2,25.30474139,18.72540846,,,98,17,FALSE,,17.71331898,CA,"Canyon Crest Academy San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72540846,,,,,,,25.30474139,,,,,
2,24.47702457,19.7968896,,,99,18,FALSE,,17.41893091,CA,"Great Oak H.S. Temecula, CA",,,,,,,,,,,,,24.47702457,,,,,,,,,,,,,,,19.7968896,,,,,,,,,,,,
