Make Nats?,School,Nats,UT-Austin,Rickards,Cornell,Palatine,Boyceville,Seven Lakes,Dick Smith,Camas,Fairfax,SOAPS,Carnegie-Mellon,MIT,North Pocono,BirdSO Mini,Solon,Yale,High Desert,Golden Gate,BirdSO Sat,SOUP,Northwestern
FALSE,"B. Reed Henderson H.S. West Chester, PA",,,,,,,,,,,,4.740510654,,,,,,,,,,
FALSE,"Milliones School Pittsburgh, PA",,,,,,,,,,,,4.740510654,,,,,,,,,,
FALSE,"Brashear H.S. Pittsburgh, PA",,,,,,,,,,,,4.740510654,,,,,,,,,,
FALSE,Manalapan H.S. NJ,,,,,,,,,,,,,,,,,,,,4.71632809,,
FALSE,Tracy H.S. CA,,,,,,,,,,,,,,,,,,,,4.692185126,,
FALSE,Scranton Preparatory School PA,,,,,,,,,,,,,,4.685790881,,,,,,,,
FALSE,"John F. Kennedy H.S. Bloomington, MN",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Meridian H.S. Falls Church, VA",,,,,,,,,,4.666515438,,,,,,,,,,,,
FALSE,"Alpharetta H.S. Alpharetta, GA",,,,,,4.658454663,,,,,,,,,,,,,,,,
FALSE,"Independence H.S. Ashburn, VA",,,,,,,,,,4.650479302,,,,,,,,,,,,
FALSE,Horicon H.S. WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,"John Marshall H.S. Rochester, MN",,,,,,4.589238543,,,,,,,,,,,,,,,,
FALSE,Cy-Fair H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Franklin H.S. Reisterstown, MD",,,,,,,,4.578743304,,,,,,,,,,,,,,
FALSE,"Legacy H.S. Bismarck, ND",,,,,,4.572767521,,,,,,,,,,,,,,,,
FALSE,Jack E. Singley H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Oakland Mills H.S. Columbia, MD",,,,,,,,,,4.481090983,,,,,,,,,,,,
FALSE,Cypress Springs H.S. TX,,,,,,,4.153115576,,,,,,,,,,,,,,,
FALSE,Wasatch H.S. UT,,,,,,,,4.450735426,,,,,,,,,,2.968924656,,,,
FALSE,"Miller Place H.S. Miller Place, NY",,,,,,4.427757951,,,,,,,,,,,,,,,,
FALSE,"Plainfield North H.S. Plainfield, IL",,,,,,4.153503995,,,,,,,,,,,,3.638975542,,,,
FALSE,Valley Christian H.S. CA,,,,,,,,,,,,,,,,,,,,4.32367153,,
FALSE,Lakeside School WA,,,,,,,,,,,,,,,,,,,,4.310455511,,
FALSE,Fulshear H.S. TX,,,,,,,,,,,,,,,,,,,,3.969763379,,
FALSE,"Minnetonka H.S. Minnetonka, MN",,,,,,4.210119291,,,,,,,,,,,,,,,,
FALSE,Westview H.S. OR,,,,,,,,,,,,,,,,,,,,4.182607184,,
FALSE,Loyola School NY,,,,,,,,4.180993885,,,,,,,,,,,,,,
FALSE,"Maclay School Tallahassee, FL",,,3.548767575,,,3.912744262,,,,,,,,,,,,,,,,
FALSE,Lawton Chiles H.S. FL,,,4.056364928,,,,,,,,,,,,,,,,,,,
FALSE,"Agoura H.S. Agoura Hills, CA",,,,,,,,,,,,,,,4.049865376,,,,,,,
FALSE,Chaminade-Madonna College Preparatory FL,,,,,,,,,,,,,,,,,,,,4.045987042,,
FALSE,Crofton H.S. MD,,,,,,,,,,,,,,,,,,,,4.044201916,,
FALSE,Norwin H.S. PA,,,,,,,,3.991498502,,,,,,,,,,,,,,
FALSE,Bishop O'Dowd H.S. CA,,,,,,,,,,,,,,,,,,,,3.978378317,,
FALSE,"Cornerstone Charter Academy Greensboro, NC",,,,,,3.917255497,,,,,,,,,,,,,,,,
FALSE,Cheshire Academy CT,,,,,,,,,,,,,,,,,,,,3.910487902,,
FALSE,Downingtown H.S. PA,,,,,,,,3.897536673,,,,,,,,,,,,,,
FALSE,Spring Early College Academy TX,,,,,,,3.893168021,,,,,,,,,,,,,,,
FALSE,South Vermillion H.S. IN,,,,,,,,,,,,,,,,,,,,3.886446319,,
FALSE,"Flint Hill School Oakton, VA",,,,,,,,3.376169614,,3.515037602,,,,,,,,,,,,
FALSE,Los Altos H.S. CA,,,,,,,,,,,,,,,,,,,,3.822428542,,
FALSE,Maine West H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,PCA TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,North Austin Science Alliance TX,,3.704983881,,,,,,,,,,,,,,,,,,,,
FALSE,Bloomington H.S. North IN,,,,,,,,,,,,,,,,,,,,,,
FALSE,STEAM HEAT Homeschooling Group TN,,,,,,3.673044614,,,,,,,,,,,,,,,,
FALSE,The Preuss School CA,,,,,,,,,,,,,,,,,,,,3.666473457,,
FALSE,"Platteville H.S. Platteville, WI",,,,,,3.662486095,,,,,,,,,,,,,,,,
FALSE,South Cobb H.S. GA,,,,,,,,,,,,,,,,,,,,3.633049403,,
FALSE,"West Bend H.S. West Bend, WI",,,,,,3.606758246,,,,,,,,,,,,,,,,
FALSE,Hemingford H.S. NE,,,,,,,,,,,,,,,,,,,,3.59176475,,
FALSE,"Westfield Area H.S. Westfield, WI",,,,,,3.575131113,,,,,,,,,,,,,,,,
FALSE,International Leadership of Texas - Garland H.S. TX,,3.563139169,,,,,,,,,,,,,,,,,,,,
FALSE,Churchill Fulshear J.H.S. TX,,,,,,,3.556657488,,,,,,,,,,,1.798043219,,,,
FALSE,Tampa Preparatory School FL,,,3.537220609,,,,,,,,,,,,,,,,,,,
FALSE,Union Endicott H.S. NY,,,,,,,,3.534742909,,,,,,,,,,,,,,
FALSE,Quarry Lane School CA,,,,,,,,,,,,,,,,,,,,3.526811713,,
FALSE,"Wesleyan School Peachtree Corners, GA",,,,,,3.463370304,,,,,,,,,,,,,,,,
FALSE,Franklin H.S. NY,,,,,,,,3.420813179,,,,,,,,,,,,,,
FALSE,Lawrence E. Elkins H.S. TX,,,,,,,3.411487794,,,,,,,,,,,,,,,
FALSE,Shaker Heights H.S. OH,,,,,,,,3.39555697,,,,,,,,,,,,,,
FALSE,Ranney School NJ,,,,,,,,3.373418049,,,,,,,,,,,,,,
FALSE,Worcester Technical H.S. MD,,,,,,,,,,,,,,,,,,3.333179278,,,,
FALSE,Olympia H.S. FL,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Eudora H.S. Eudora, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Notre Dame H.S. Elmira, NY",,,,,,,,3.233737458,,,,,,,,,,,,,,
FALSE,"Mill Valley H.S. Mill Valley, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,East Bay Innovation Academy CA,,,,,,,,3.183987651,,,,,,,,,,,,,,
FALSE,Pearl City H.S. HI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Socorro H.S. NM,,,3.175576827,,,,,,,,,,,,,,,,,,,
FALSE,Calumet H.S. MI,,,,,,,,,,,,,,,,,,3.128141436,,,,
FALSE,Fountain Valley H.S. CA,,,3.068031422,,,,,,,,,,,,,,,,,,,
FALSE,Mililani H.S. HI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Rockford Auburn H.S. IL,,,,,,,,,,,,,,,,,,2.977840346,,,,
FALSE,Clayton H.S. MO,,,2.970234428,,,,,,,,,,,,,,,,,,,
FALSE,"Red River H.S. Grand Forks, ND",,,,,,,,,,,,,,,,,,2.955650775,,,,
FALSE,Haas Hall Bentonville AR,,,2.93283939,,,,,,,,,,,,,,,,,,,
FALSE,Strath Haven H.S. PA,,,,,,,,2.904690489,,,,,,,,,,,,,,
FALSE,Etiwanda H.S. CA,,,,,,,,2.892511493,,,,,,,,,,,,,,
FALSE,Pensacola H.S. FL,,,2.835928176,,,,,,,,,,,,,,,,,,,
FALSE,"Blue Valley West H.S. Overland Park, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Land O Lakes H.S. FL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Hockaday School TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,Hillcrest H.S. UT,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Lincoln Southwest H.S. Lincoln, NE",,,,,,,,,,,,,,,,,,,,,,
FALSE,University Laboratory School HI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Wyoming High school OH,,,,,,,,,,,,,,,,,,2.701964129,,,,
FALSE,Mountain View H.S. WA,,,,,,,,,2.667559216,,,,,,,,,,,,,
FALSE,Eastern Camden County Regional H.S. NJ,,,,,,,,,,,,,,,,,,2.52642251,,,,
FALSE,"Justice H.S. Falls Church, VA",,,,,,,,,,2.483099958,,,,,,,,,,,,
FALSE,Colleyville Heritage H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Olathe Northwest H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Maryville H.S. TN,,,,,,,,,,,,,,,,,,2.363816055,,,,
FALSE,Central Dauphin H.S. PA,,,,,,,,2.337201551,,,,,,,,,,,,,,
FALSE,Skyridge M.S. WA,,,,,,,,,2.316894155,,,,,,,,,,,,,
FALSE,"De Soto H.S. De Soto, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Osceola H.S. FL,,,2.287038851,,,,,,,,,,,,,,,,,,,
FALSE,Vista Murrieta H.S. CA,,,,,,,,,,,,,,,,,,2.266561909,,,,
FALSE,"Blue Valley Northwest H.S. Overland Park, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Olathe West H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Liberty M.S. WA,,,,,,,,,2.238088231,,,,,,,,,,,,,
FALSE,Hampden Charter School of Science - West MA,,,,,,,,,,,,,,,,,,2.215912481,,,,
FALSE,American Heritage School FL,,,,,,,,,,,,,,,,,,,,,,
FALSE,"John Burroughs School St. Louis, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,Spruce Creek H.S. FL,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Oak Park H.S. Kansas City, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,Grand County H.S. UT,,,,,,,,,,,,,,,,,,1.997222226,,,,
FALSE,Denmark H.S. GA,,,,,,,,,,,,,,,,,,2.021653079,,,,
FALSE,Hampden Charter School of Science East MA,,,,,,,,,,,,,,,,,,2.017539848,,,,
FALSE,The Science Academy STEM Magnet CA,,,,,,,,,,,,,,,,,,1.985226897,,,,
FALSE,"North Kansas City H.S. North Kansas City, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,Faribault H.S. MN,,,1.927492554,,,,,,,,,,,,,,,,,,,
FALSE,STEAM Heat Homeschool TN,,,,,,,,,,,,,,,,,,1.92547735,,,,
FALSE,"Warrensburg H.S. Warrensburg, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Holden H.S. Holden, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,Flintridge Sacred Heart Academy CA,,,,,,,,,,,,,,,,,,1.799674837,,,,
FALSE,"Saddle River Day School Saddle River, NJ",,,,,,,,,,,,,,,,,,1.794788842,,,,
FALSE,"Tonganoxie H.S. Tonganoxie, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Kearney H.S. Kearney, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Augusta H.S. Augusta, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Hanalani Schools HI,,,,,,,,,,,,,,,,,,,,,,
FALSE,"St. Teresa's Academy Kansas City, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,Apple Valley H.S. CA,,,,,,,,,,,,,,,,,,1.529099206,,,,
FALSE,"Rich Hill H.S. Rich Hill, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Bonner Springs H.S. Bonner Springs, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Staley H.S. Kansas City, MO",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Olathe South H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.168450467,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.115482239,,,,,
,,,,,,,,2.105742787,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.984808441,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.966734144,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,1.942218328,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.765954619,,,,,,,,,,,,,,,
,,,,,,,,1.741752765,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.693100453,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.534805125,,,,,,,,,,,,,,,
,,,,,,,,1.534805125,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.483676635,,,,,,,
,1.401123006,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.386386364,,,,,,,
,1.219056175,,,,,,,,,,,,,,,,,,,,,,
,1.212207545,,,,,,,,,,,,,,,,,,,,,,
,1.100882362,,,,,,,,,,,,,,,,,,,,,,
,1.089762338,,,,,,,,,,,,,,,,,,,,,,
,1.062920901,,,,,,,,,,,,,,,,,,,,,,
