Make Nats?,School,Nats,UT-Austin,Rickards,Cornell,Palatine,Boyceville,Seven Lakes,Dick Smith,Camas,Fairfax,SOAPS,Carnegie-Mellon,MIT,North Pocono,BirdSO Mini,Solon,Yale,High Desert,Golden Gate,BirdSO Sat,SOUP,Northwestern
FALSE,Grayslake Central H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cinco Ranch H.S. TX,,12.99849093,4.692543024,,,,8.332107261,,,,,,,,,,,,,6.957255137,,
FALSE,"Manheim Central H.S. Manheim, PA",,,,,,,,6.060298604,,,,9.784900195,,,,,,,,,,
FALSE,"Shady Side Academy Senior School Pittsburgh, PA",,,,,,,,,,,12.70670497,10.28601368,,,,,,,,,,
FALSE,Kellenberg Memorial H.S. NY,,,,10.47458923,,,,,,,,,,7.985073446,,,,,,,,
FALSE,Philadelphia H.S. for Girls PA,,,,,,,,4.904246382,,,,,,,,,,,,,12.79056927,
FALSE,Kingsway Regional H.S. NJ,,,,,,,,,,,,,,,,,,,,,12.79056927,
FALSE,"San Marino H.S. San Marino, CA",,,,,,,,,,,,,,,12.74641839,,,,,,,
FALSE,Sequoia H.S. CA,,,,,,,,,,,,,,,,,,,12.73134929,,,
FALSE,Forest Hills Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,John Jay H.S. NY,,,,,,12.59913325,,,,,,,,,,,,,,,,
FALSE,"Slinger H.S. Slinger, WI",,,,,,5.264823762,,,,,,,,,,,,,,,,
FALSE,Al-Noor School NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,International Academy West MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Lisle H.S. IL,,,,,7.817427873,,,,,,,,,,,,,,,,,12.54178155
FALSE,Hinsdale Central H.S. IL,,,,,10.65746721,,,,,,,,,,,,,,,,,
FALSE,Goshen H.S. NY,,,,12.26953058,,,,,,,,,,,,,,,,,,
FALSE,Stephen F. Austin H.S. TX,,,,,,,12.15730196,,,,,,,,,,,,,,,
FALSE,"Walnut H.S. Walnut, CA",,,,,,,,,,,,,,,12.06886791,,,,,,,
FALSE,Dover Sherborn H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Longmeadow H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Glenbrook South H.S. IL,,,,,9.695208674,,,,,,,,,,,,,,,,,11.64085963
FALSE,Hopkins School CT,,,,,,,,,,,,,,,,,11.93191963,,,,,
FALSE,"Martin Luther King H.S. Riverside, CA",,,,,,,,,,,,,,,11.93014529,,,8.736747446,,,,
FALSE,Medina H.S. OH,,,,,,,,,,,,,,,,11.87696902,,,,,,
FALSE,"El Dorado H.S. Placentia, CA",,,,,,,,,,,,,,,9.57240907,,,,,,,
FALSE,Lehighton Area H.S. PA,,,,,,,,,,,,,,9.336083347,,,,,,,,
FALSE,Red Land H.S. PA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Saint Francis H.S. CA,,,,,,,,,,,,,,,,,,,11.49696819,,,
FALSE,Wilbraham and Monson Academy MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Frankenmuth H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Niles West H.S. IL,,,,,,,,,,,,,,,,,,,,,,11.68503746
FALSE,"Silver Creek H.S. San Jose, CA",,,3.783430861,,,5.572826027,,,,,,,,,,,,,,,,
FALSE,Thomas Worthington H.S. OH,,,,,,,,,,,,,,,,11.62595411,,,,,,
FALSE,"Alexandria City H.S. Alexandria, VA",,,,,,,,,,,,,,,,,,,,,,
FALSE,Central York H.S. PA,,,,,,,,4.07801374,,,,,,,,,,,,6.383136242,,
FALSE,Whitney M. Young Magnet H.S. IL,,,,,,,,,,,,,,,,6.682693568,,,,11.45772955,,
FALSE,Ukiah H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Archbishop Hoban H.S. OH,,,,,,,,,,,,,,,,11.32365411,,,,,,
FALSE,Comstock H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Guilford H.S. CT,,,3.676795267,,,,,4.852501696,,,,,,,,,11.25252207,,,,,
FALSE,Farragut H.S. TN,,,,,,,,,,,,,,,,,,11.2047552,,,,
FALSE,Granville H.S. OH,,,3.619664153,,,,,,,,,,,,,9.804627337,,,,5.927050529,,
FALSE,"Bothell H.S. Bothell, WA",,,,,,11.13956153,,,,,,,,,,,,3.974432205,,,,
FALSE,Clayton Valley Charter H.S. CA,,,3.411419876,,,,,,,,,,,,,,,,9.920049399,,,
FALSE,"Homeschool Science Colorado El Paso, CO",,,1.927492554,,,6.696911172,,,,,,,,,,,,7.540842853,,10.73952389,,
FALSE,Haslett H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Stroudsburg H.S. PA,,,,,,,,,,,,,,11.00324109,,,,,,,,
FALSE,"Warwick H.S. Lititz, PA",,,,,,,,,,,10.95988521,,,,,,,2.475957142,,,,
FALSE,Plymouth H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Libertyville H.S. IL,,,,,,,,,,,,,,,,,,,,,,10.29768352
FALSE,Saugerties H.S. NY,,,,10.73269,,,,4.939360318,,,,,,,,,,,,,,
FALSE,Cincinnati Country Day School OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Nouvel Catholic Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Texas Academy of Mathematics and Science TX,,,,,,,10.65580251,,,,,,,,,,,,,,,
FALSE,"Oakton H.S. Oakton, VA",,,,,,,,,,10.57257404,,,,,,,,,,,,
FALSE,"Winston Churchill H.S. Potomac, MD",,,,,,,,,,5.795672278,,10.57094481,,,,,,4.802037943,,,,
FALSE,Reading Memorial H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Lexington Christian Academy MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Mount Vernon H.S. Mount Vernon, IA",,,,,,6.9196869,,,,,,,,,,,,,,,,
FALSE,"Atholton H.S. Columbia, MD",,,,,,,,,,6.783405899,,,,,,,,,,10.43390284,,
FALSE,Canal Winchester H.S. OH,,,,,,,,,,,,,,,,10.36878248,,,,,,
FALSE,"State College Area H.S. State College Area High School, PA",,,,,,,,,,,10.36249105,,,,,,,,,,,
FALSE,Beloit Turner H.S. WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Chittenango H.S. NY,,,,10.32968385,,,,,,,,,,,,,,,,,,
FALSE,Belleville H.S. WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Florida Atlantic University H.S. FL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Northern Academy of the Arts NY,,,,,,,,,,,,,,10.29829806,,,,,,,,
FALSE,Brecksville-Broadview Heights H.S. OH,,,,,,,,,,,,,,,,10.22674436,,,,,,
FALSE,"Mt. Lebanon H.S. Pittsburgh, PA",,,,,,,,8.147999894,,,,10.04239757,,,,,,,,,,
FALSE,Temecula Valley H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Trinity H.S. IL,,,,,,,,,,,,,,,,,,,,,,10.19538865
FALSE,Leon M. Goldstein H.S. for the Sciences NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,Stow-Munroe Falls H.S. OH,,,,,,,,,,,,,,,,10.10805874,,,,,,
FALSE,Cary Grove H.S. IL,,,,,10.01952023,,,,,,,,,,,,,,,,,
FALSE,Cedar Cliff H.S. PA,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Harvard-Westlake Upper School Los Angeles, CA",,,,,,,,,,,,,,,9.993753073,,,,,,,
FALSE,"Lambert H.S. Suwanee, GA",,,8.673716494,,,9.190891617,,,,,,,,,,,,,,,,
FALSE,"Staples H.S. Westport, CT",,,,,,5.088716327,,,,,,,,,,,,,,,,
FALSE,Barrington H.S. IL,,,,,9.897543464,,,,,,,,,,,,,,,,,
FALSE,"Santa Teresa H.S. San Jose, CA",,,,,,4.420077538,,,,,,,,,,,,2.510432494,9.872033671,,,
FALSE,Cosumnes Oaks H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cypress Falls H.S. TX,,6.499245467,,,,,6.703274263,,,,,,,,,,,,,,,
FALSE,Brazoswood H.S. TX,,6.517450636,,,,,8.82708393,,,,,,,,,,,,,,,
FALSE,Bedford H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Waynflete Upper School ME,,,,,,,,,,,,,,,,,,,,,,
FALSE,Sacred Heart Greenwich H.S. CT,,,,,,,,,,,,,,,,,,,,,,
FALSE,Benzie Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Rancho Bernardo H.S. San Diego, CA",,,,,,7.852618493,,,,,,,,,,,,,,9.166183643,,
FALSE,"Birmingham Groves H.S. Beverly Hills, MI",,,,,,,,,,,,,,,,,,,,,,
FALSE,Joseph A. Foran H.S. CT,,,,,,,,,,,,,,,,,9.466942224,,,,,
FALSE,The Taft School CT,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Stratford Preparatory Academy San Jose, CA",,,,,,3.80182723,,,,,,,,,,,,,,,,
FALSE,Springfield H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,John Hersey H.S. IL,,,,,9.329651626,,,,,,,,,,,,,,,,,
FALSE,Dansville H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Franklin H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,SAIL NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,Maine South H.S. IL,,,,,,,,,,,,,,,,,,,,,,9.218584943
FALSE,Fairview H.S. OH,,,,,,,,,,,,,,,,9.208575102,,,,,,
FALSE,"Los Alamitos H.S. Los Alamitos, CA",,,,,,7.270113269,,,,,,,,,7.984020312,,,5.524350057,,,,
FALSE,"Homestead H.S. Cupertino, CA",,,5.399532122,,,3.874077842,,,,,,,,,,,,,,5.696820164,,
FALSE,La Mirada H.S. CA,,,,,,,,,,,,,,,,,,,9.088957916,,,
FALSE,Wyoming Area H.S. PA,,,,,,,,,,,,,,9.06149266,,,,,,,,
FALSE,Riverdale Kingsbridge Academy NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,Perry H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Skyline H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Naper Valley Homeschool IL,,,,,8.850835913,,,,,,,,,,,,,,,,,
FALSE,Pacific Academy Irvine CA,,,,,,,,,,,,,,,,,,4.63374222,,,,
FALSE,Evanston H.S. IL,,,,,8.570914897,,,,,,,,,,,,,,,,,
FALSE,"Durham Academy Upper School Durham, NC",,,,,,,,,,,,8.712582365,,,,,,,,,,
FALSE,John P. Stevens H.S. NJ,,,,,,,,,,,,,,,,,,,,8.708963081,,
FALSE,Riverhead H.S. NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cypress Ranch H.S. TX,,,,,,,6.840425654,,,,,,,,,,,,,3.495874769,,
FALSE,Classical H.S. RI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Waterville Senior H.S. ME,,,,,,,,,,,,,,,,,,,,,,
FALSE,Rocky River H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,San Francisco University H.S. CA,,,,,,,,,,,,,,,,,,,,5.907949496,,
FALSE,Northampton Area H.S. PA,,,,,,,,,,,,,,8.577932727,,,,,,,,
FALSE,Elizabethtown Area H.S. PA,,,,,,,,,,,,,,8.577932727,,,,,,,,
FALSE,"Westview H.S. San Diego, CA",,,,,,,,5.382553896,,,,,,,5.385810589,,,,,8.491138159,,
FALSE,Ottawa Hills H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Hinsdale South H.S. IL,,,,,6.526476481,,,,,,,,,,,,,,,,,
FALSE,Loyola Academy IL,,,,,6.78317937,,,,,,,,,,,,,,,,,
FALSE,"River City Science Academy Jacksonville, FL",,,4.845939676,,,7.889085761,,,,,,,,,,,,,,5.482167251,,
FALSE,"West H.S. Torrance, CA",,,,,,,,,,,,,,,,,,,,8.483279633,,
FALSE,"Winchester Thurston Upper School Pittsburgh, PA",,,,,,,,3.571340765,,,,8.480246836,,,,,,,,,,
FALSE,"Quaker Valley H.S. Leetsdale, PA",,,,,,,,,,,,8.480246836,,,,,,,,,,
FALSE,Hopkinton H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Worthington Kilbourne H.S. OH,,,,,,,,,,,,,,,,8.442433555,,,,,,
FALSE,L'Anse Creuse H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Prestonwood Christian Academy TX,,8.221660343,,,,,,,,,,,,,,,,,,,,
FALSE,"Pocono Mountain West H.S. Pocono Summit, PA",,,2.293472153,,,,,2.726735143,,,8.406306516,,,,,,,,,,,
FALSE,Cranston H.S. West RI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Smithfield H.S. RI,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Cambridge H.S. Cambridge, WI",,,,,,4.61835016,,,,,,,,,,,,,,,,
FALSE,St. John's School TX,,8.280177499,,,,,6.571514572,,,,,,,,,,,,,,,
FALSE,Lyons Township H.S. IL,,,,,8.344703067,,,,,,,,,,,,,,,,,
FALSE,Franklin H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Granite Bay H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Seton Catholic College Prepatory H.S. Vancouver, WA",,,,,,,,,,,,,,,,,,,,,,
FALSE,Alamo Heights H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,Olentangy H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Thornapple Kellogg H.S. MI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Waterford School UT,,,4.061416441,,,,,,,,,,,,,,,,,8.280202026,,
FALSE,"Torrey Pines H.S. San Diego, CA",,,,,,,,,,,,,,,8.275009663,,,,,,,
FALSE,"Advanced Technologies Academy Las Vegas, NV",,,,,,,,,,,,,,,,,,,,8.268997423,,
FALSE,Turlock H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Austin Area Homeschoolers TX,,8.221660343,,,,,,,,,,,,,,,,,,,,
FALSE,Hampden Charter School of Science - East MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,St. Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,,,
FALSE,"James W. Robinson Jr. Secondary Fairfax, VA",,,,,,,,,,8.103529802,,,,,,,,,,,,
FALSE,Palatine H.S. IL,,,,,6.703283265,,,,,,,,,,,,,,,,,
FALSE,Kingwood H.S. TX,,,,,,,8.080381966,,,,,,,,,,,,,,,
FALSE,Old Rochester Regional H.S. MA,,,,,,,,,,,,,,,,,6.601166394,,,,,
FALSE,Cleveland Heights H.S. OH,,,,,,,,,,,,,,,,8.039794416,,,,,,
FALSE,"Centreville H.S. Centreville, VA",,,,,,,,,,8.031391554,,,,,,,,,,,,
FALSE,Perkiomen Valley H.S. PA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Hendrickson H.S. TX,,6.535758082,,,,,4.898546576,,,,,,,,,,,,,,,
FALSE,Farmingdale H.S. NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,"The College Preparatory School Oakland, CA",,,,,,5.70699821,,,,,,,,,,,,,,7.977531456,,
FALSE,Coppell H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,Tappan Zee H.S. NY,,,,,,,,,,,,,,6.309025606,,,,,,,,
FALSE,Phillips Academy Andover MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,The Early College at Guilford NC,,,,,,,,,,,,,,,,,,3.305402784,,,,
FALSE,Cumberland H.S. RI,,,,,,,,,,,,,,,,,,,,3.495874769,,
FALSE,"Westfield H.S. Chantilly, VA",,,6.006109396,,,7.029447451,,4.553557697,,,,,,,,,,,,,,
FALSE,East Greenwich H.S. RI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Oak Harbor H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Farmington H.S. CT,,,,,,,,,,,,,,,,,7.712094397,,,,,
FALSE,"Crean Lutheran H.S. Irvine, CA",,,,,,5.208328464,,,,,,,,,6.635121903,,,,,5.730655607,,
FALSE,Oxford H.S. CT,,,,,,,,,,,,,,,,,7.674657046,,,,,
FALSE,Brentwood H.S. NY,,,,,,,,,,,,,,,,,,,,,,
FALSE,East Rochester H.S. NY,,,,7.608180535,,,,,,,,,,,,,,,,,,
FALSE,Columbus Academy OH,,,,,,,,,,,,,,,,7.57921156,,,,,,
FALSE,"Fulton County Innovation Academy Alpharetta, GA",,,,,,7.572584549,,,,,,,,,,,,,,,,
FALSE,Crown Point H.S. IN,,,4.574077702,,,,,,,,,,,,,,,,,,,
FALSE,"South Pasadena H.S. South Pasadena, CA",,,,,,,,,,,,,,,7.497893172,,,,,,,
FALSE,"Sheboygan North H.S. Sheboygan, WI",,,,,,3.678346735,,,,,,,,,,,,,,,,
FALSE,James B. Conant H.S. IL,,,,,7.296266015,,,,,,,,,,,,,,,,,
FALSE,Union County Vocational-Technical Schools NJ,,,,,,,,,,,,,,,,,,,,7.431036598,,
FALSE,Madison Country Day School WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,"California Academy of Mathematics and Science Carson, CA",,,,,,,,,,,,,,,7.391107308,,,,,,,
FALSE,"Mark Keppel H.S. Alhambra, CA",,,,,,,,,,,,,,,7.391107308,,,,,,,
FALSE,Lodi H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Deposit Central School NY,,,,7.341039365,,,,,,,,,,,,,,,,,,
FALSE,Alvirne H.S. NH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Redmond H.S. WA,,,,,,,,,7.311088222,,,,,,,,,,,3.495874769,,
FALSE,"Parkersburg H.S. Parkersburg, WV",,,,,,,,,,,,7.282654725,,,,,,,,,,
FALSE,Auburn H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,NYOS Charter School TX,,6.357185457,,,,,6.603966496,,,,,,,,,,,,,,,
FALSE,St. Francis H.S. CA,,,,,,,,,,,,,,,,,,,,4.934688368,,
FALSE,Buffalo Grove H.S. IL,,,,,7.167616488,,,,,,,,,,,,,,,5.304504423,,
FALSE,Theodore Roosevelt H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,Dundee-Crown H.S. IL,,,,,6.9403506,,,,,,,,,,,,,,,,,
FALSE,Orange H.S. OH,,,,,,,,,,,,,,,,7.153821178,,,,,,
FALSE,Amity H.S. CT,,,,,,,,,,,,,,,,,7.057943533,,,,,
FALSE,"Cerritos H.S. Cerritos, CA",,,,,,,,,,,,,,,7.03335768,,,2.94249506,,,,
FALSE,Bridgeland H.S. TX,,,3.924569677,,,,6.571514572,,,,,,,,,,,,,,,
FALSE,The Prairie School WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Deerfield Academy MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Tesoro H.S. CA,,,,,,,,,,,,,,,,,,,,6.842988909,,
FALSE,"Olathe North H.S. Olathe, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Glastonbury H.S. CT,,,,,,,,,,,,,,,,,6.785319105,,,,,
FALSE,Raisbeck Aviation H.S. WA,,,,,,,,,6.760252808,,,,,,,,,,,,,
FALSE,"Amherst-Pelham Regional H.S. Amherst, MA",,,,,,4.769629763,,,,,,,,,,,5.091720938,,,,,
FALSE,Harlem H.S. IL,,,,,6.71118808,,,,,,,,,,,,,,,,,
FALSE,Kutztown H.S. PA,,,,,,,,,,,,,,6.709780409,,,,,,,,
FALSE,Athens Area H.S. OH,,,,,,,,,,,,,,,,6.682693568,,,,,,
FALSE,Northville H.S. OH,,,,,,,,,,,,,,,,6.682693568,,,,,,
FALSE,Bellville H.S. TX,,5.136269044,,,,,5.607141364,,,,,,,,,,,,,,,
FALSE,Merrimack H.S. NH,,,,,,,,,,,,,,,,,,,,,,
FALSE,East Stroudsburg South H.S. PA,,,,,,,,,,,,,,6.649440657,,,,,,,,
FALSE,Rockdale Magnet School for Science and Tech GA,,,,,,,,6.622694314,,,,,,,,,,,,,,
FALSE,Lakota East H.S. OH,,,,,,,,,,,,,,,,,,,,6.615794762,,
FALSE,Chaparral H.S. CA,,,,,,,,,,,,,,,,,,,,,,
FALSE,Sage Hill School CA,,,,,,,,,,,,,,,,,,,,6.577813881,,
FALSE,"Delaware Valley H.S. Milford, PA",,,,,,,,,,,6.573016265,,,,,,,,,,,
FALSE,"Quartz Hill H.S. Lancaster, CA",,,,,,,,,,,,,,,6.545458094,,,,,,,
FALSE,"Woodbury H.S. Woodbury, MN",,,,,,5.960642575,,,,,,,,,,,,,,5.700362962,,
FALSE,Seton Catholic H.S. WA,,,,,,,,,3.183861,,,,,,,,,,,6.477868299,,
FALSE,Prairie Ridge H.S. IL,,,,,6.351660147,,,,,,,,,,,,,,,,,
FALSE,"The Palmdale Aerospace Academy Palmdale, CA",,,,,,,,,,,,,,,6.345378589,,,,,,,
FALSE,Cypress Woods H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Irvine H.S. Irvine, CA",,,4.051325965,,,6.276292367,,,,,,,,,,,,3.183373468,,,,
FALSE,"Francisco Bravo Medical Magnet H.S. Los Angeles, CA",,,,,,,,,,,,,,,6.263326279,,,,,,,
FALSE,Belleville H.S. TX,,,,,,,,,,,,,,,,,,,,,,
FALSE,Belfast Area H.S. ME,,,,,,,,,,,,,,,,,,,,,,
FALSE,West Liberty-Salem H.S. OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Willowbrook H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Wallenpaupack Area H.S. PA,,,,,,,,,,,,,,6.151562405,,,,,,,,
FALSE,"George C. Marshall H.S. Falls Church, VA",,,,,,,,,,6.123481796,,,,,,,,,,,,
FALSE,"Gwinnett School of Mathematics, Science, and Technology Lawrenceville, GA",,,,,,6.103412457,,,,,,,,,,,,,,,,
FALSE,"Larchmont Charter School Los Angeles, CA",,,,,,,,,,,,,,,6.090074169,,,,,,,
FALSE,Kenner Discovery Health Sciences Academy LA,,,,,,,,,,,,,,,,,,,,6.076356409,,
FALSE,Pewaukee H.S. WI,,,,,,,,,,,,,,,,,,,,,,
FALSE,Mt. Hebron H.S. MD,,,,,,,,,,,,,,,,,,,,6.052283686,,
FALSE,"John Jay H.S. Hopewell Junction, NY",,,,,,,,,,,,,,,,,,,,,,
FALSE,Perkiomen School PA,,,,,,,,3.348854326,,,,,,6.040995107,,,,,,,,
FALSE,"Evansville H.S. Evansville, WI",,,,,,4.22232759,,,,,,,,,,,,,,,,
FALSE,Academy for Health and Medical Sciences NJ,,,,,,,,,,,,,,,,,,,,5.954000418,,
FALSE,Langham Creek H.S. TX,,4.59828039,,,,,4.627346766,,,,,,,,,,,,,,,
FALSE,"BASIS Independent McLean McLean, VA",,,,,,,,,,5.948525173,,,,,,,,,,3.495874769,,
FALSE,"Edgewood H.S. West Covina, CA",,,,,,,,,,,,,,,5.945547041,,,2.355393908,,,,
FALSE,Central Bucks H.S. South PA,,,,,,,,5.854574182,,,,,,,,,,,,,,
FALSE,"Santa Monica H.S. Santa Monica, CA",,,,,,,,,,,,,,,5.807720611,,,,,,,
FALSE,"Kohler H.S. Kohler, WI",,,,,,3.661170547,,,,,,,,,,,,,,,,
FALSE,"Maumee Valley Country Day School Toledo, OH",,,,,,,,,,,,,,,,,,,,,,
FALSE,"Cupertino H.S. Cupertino, CA",,,3.996712502,,,,,3.769748585,,,,,,,,,,,,5.164047123,,
FALSE,Tomball H.S. TX,,,,,,,5.264973289,,,,,,,,,,,,,,,
FALSE,John B. Connally H.S. TX,,5.170510838,,,,,5.008626275,,,,,,,,,,,,,,,
FALSE,Fox Homeschoolers IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Laker H.S. MI,,,3.106016573,,,,,,,,,,,,,,,,,5.670388891,,
FALSE,"National Cathedral School Washington, DC",,,,,,5.53349555,,,,4.051764901,,,,,,,,3.065288517,,,,
FALSE,"Sage Creek H.S. Carlsbad, CA",,,,,,,,,,,,,,,5.645266887,,,,,,,
FALSE,"Pittsburgh Science and Technology Academy Pittsburgh, PA",,,,,,,,,,,,5.628482413,,,,,,,,,,
FALSE,Lynn Classical H.S. MA,,,,,,,,,,,,,,,,,,,,,,
FALSE,"Trinity Christian School Pittsburgh, PA",,,,,,,,,,,,5.562844134,,,,,,,,,,
FALSE,"Delano H.S. Delano, MN",,,,,,5.536501251,,,,,,,,,,,,,,,,
FALSE,Inglemoor H.S. WA,,,,,,,,,,,,,,,,,,,,5.492021356,,
FALSE,"Chantilly H.S. Chantilly, VA",,,,,,,,,,5.402353201,,,,,,,,,,,,
FALSE,Sacred Heart Greenwich NY,,,,,,,,,,,,,,,,,5.386641742,,,,,
FALSE,Elgin H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Niles North H.S. IL,,,,,5.318773357,,,,,,,,,,,,,,,,,
FALSE,"Stone Bridge H.S. Ashburn, VA",,,,,,,,,,5.317443917,,,,,,,,,,,,
FALSE,Pilgrimage Homeschool MD,,,,,,,,,,,,,,,,,,,,5.302969999,,
FALSE,Durand H.S. IL,,,,,5.294034876,,,,,,,,,,,,,,,,,
FALSE,"Beverly Hills H.S. Beverly Hills, CA",,,,,,,,,,,,,,,5.291666776,,,3.727897877,,,,
FALSE,St Mary's Academy OR,,,,,,,,,5.278058342,,,,,,,,,,,,,
FALSE,"La Cañada H.S. La Cañada Flintridge, CA",,,1.927492554,,,4.003416655,,,,,,,,,,,,,,5.254332842,,
FALSE,"Lakeville North H.S. Lakeville, MN",,,,,,5.197704642,,,,,,,,,,,,,,,,
FALSE,Pacifica Christian H.S. CA,,,,,,,,,,,,,,,,,,2.637289455,,5.190364464,,
FALSE,"Manhattan H.S. Manhattan, KS",,,,,,,,4.193702073,,,,,,,,,,,,4.131703242,,
FALSE,"Stafford H.S. Fredericksburg, VA",,,,,,,,,,5.126096503,,,,,,,,,,,,
FALSE,Benet Academy IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Lake Travis H.S. TX,,,,,,,5.113970231,,,,,,,,,,,,,,,
FALSE,"St. James Academy Lenexa, KS",,,,,,,,,,,,,,,,,,,,,,
FALSE,Summer Creek H.S. TX,,,,,,,5.09448844,,,,,,,,,,,,,,,
FALSE,Avon H.S. CT,,,,,,,,,,,,,,,,,5.091720938,,,,,
FALSE,Wheaton H.S. MD,,,,,,,,,,,,,,,,,5.091720938,,,,,
FALSE,Enrichments LLC MS,,,,,,,,,,,,,,,,,,,,,,
FALSE,Wilcox H.S. CA,,,,,,,,,,,,,,,,,,,,5.051630556,,
FALSE,Navarre H.S. FL,,,,,,,,,,,,,,,,,,,,5.036364639,,
FALSE,"Potomac Falls H.S. Potomac Falls, VA",,,,,,4.576874182,,,,4.275796136,,,,,,,,,,,,
FALSE,"Polytechnic School Pasadena, CA",,,,,,,,,,,,,,,4.935773427,,,,,,,
FALSE,Tomball Memorial H.S. TX,,,,,,,4.92561037,,,,,,,,,,,,,,,
FALSE,Leander H.S. TX,,4.919090649,,,,,,,,,,,,,,,,,,,,
FALSE,Mars Hill Academy OH,,,,,,,,,,,,,,,,,,,,,,
FALSE,Saint Johnsbury Academy VT,,,,,,,,,,,,,,,,,,,,4.882121781,,
FALSE,Fremont H.S. CA,,,,,,,,,,,,,,,,,,4.860886447,,,,
FALSE,St. Charles East H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Grayslake North H.S. IL,,,,,,,,,,,,,,,,,,,,,,
FALSE,Silvercreek H.S. CA,,,,,,,,,,,,,,,,,,,,4.770327163,,
FALSE,West H.S. CA,,,,,,,,,,,,,,,,,,4.210704183,,,,
FALSE,"John F. Kennedy H.S. Bellmore, NY",,,,,,,,,,,,4.740510654,,,,,,,,,,
